Integration Type,Language,Sentiment,Categories,Text
tripadvisor,eng,-1,experience;food;service,Oh the interior design gives you a head ache.. Staff surly and indifferent.. Food Basically Cardboard.. The menu said it was lamb .. The waitress when she actually spoke said it was lamb .. I expected lamb .. I’m still confused as I’m not sure what it was supposed to be . It tasted of wet cardboard.. My partner had the Streak .. I’m sure it was Beef but the jury is still out on that one .. Overall I’d NEVER come back the food is literally atrocious.. The service weak the ambiance to give out free head aches .. Not a pleasant dining experience... One to be avoided at all costs ..  You have been warned ..
tripadvisor,eng,-1,experience;food;service;reputation,"Stopped for a bite to eat whilst in London for the first time and was not impressed at all. Glasses and jugs for water came out stained and just looked dirty, ordered a drink that i found really strong so asked for it in a taller glass with some lemonade but the language barrier meant my glass was taken away and brought back exactly the same way. I had lasagne which was extremely dry and tasteless and my partner had gluten free pasta which came out under cooked. When we returned it we were condescendingly told that this is how pasta is served. I replied i knew what al dente was but this was just simply not cooked properly. Certainly wouldn't come back here. Very disappointed."
tripadvisor,eng,1,experience;service;food,"Dropped by here for an early dinner.  We tried the vegetarian grilled haloumi cheese box (you can choose a box or pita wrap - the former is less messy to eat) - which was a standout and a very generous serve size.  Casual, friendly vibe with staff very proud of their Lesvos roots and passionate about the freshness and quality of their food."
tripadvisor,nld,-1,service,"Toen we binnen kwamen werd dadelijk tafel toegewezen.  We bestelden 2x chickenburgen met frietjes. Toen bestelling geleverd werd,was er maar 1 portie fritten en zei men dat de rest wel kwam. 20 minuten later nadat burger al lang op was werden de fritten gebracht. Stelde wel vast dat nieuwe bestellingen ondertussen wel telkens met frietjes uitgeleverd werden."
tripadvisor,eng,-1,food;service,"Terrible food and worst service. The lady that took our order was very sweet and nice, however the one who brought the food trumped the silverware and was not nice.Later we asked her for the missing jalapeños on our burger and she became rude, she even threatened us.And started yelling that we were talking about a 15 euro burger. Terrible experience"
tripadvisor,eng,1,experience;food;service,We walked in for lunch and had a wonderful meal.  Staff were friendly and food was fun!  There were a lot of options for protein and vegetables.
tripadvisor,eng,1,experience;food;service,Absolutely amazing food cost service All outstanding special shout out to KAYLEIGH looked after us and every one else around us too☆☆☆☆○
tripadvisor,eng,1,experience;service,We were a party of 14 celebrating a surprise 60th birthday - the staff were very helpful indeed and made it a great success.
tripadvisor,rus,1,food,"Решили пообедать в данной фастфуде, красивый интерьер , большой ассортимент еды, от обычных сэндвичей с рыбой до полноценных блюд. Морепродукты в разных соусах по 100г , за приемлимые цены . За ~20 € можно вкусно и сытно перекусить на двоих ."
tripadvisor,ita,1,experience;value;service,"Abbiamo scoperto questo streetfood per caso. Pitta gyros degno del suo nome ad un prezzo che, in proporzione al costo medio di un pasto a Brugge, alletta parecchio. La persona che ci ha servito è una vera greca. Super top!! "
tripadvisor,fra,1,experience;service,"Je recommande a 100%EVJF d’une amie organisé par leurs soins , agréablement surprise de toutes les choses qu’on a pu bénéficier dans le forfait : table personnalisé, bowling , billard , jeux d’arcades, remise de prix  , présentation parfaite ! Sans compter les déguisements des petites mascottes trop génial 🙈On s’est régalé , merci encore à notre animatrice Gwen super gentille. Le mr au comptoir nous a également fait beaucoup rire ( pointure 49, pour la marie ) enfin tous sa pour dire qu’on va s’en souvenir et qu’on reviendra très vite ! Continuez comme sa , vous êtes géniaux 👍🏽Équipe superbe ! Souriante et aux petits soins . C’etait Juste PARFAIT ! ⭐️ 🎳 👍🏽Encore merci et à très vite ! Aurore"
tripadvisor,nld,1,food,Twee x geweest en elke keer lekker. Wij hebben geen negatief iets te delen hierover. Enkel dat het zeer lekker was; de zoet aardappel frietjes zijn aan te raden alsook de ellis 2.0 en de Beeflovers burger. Proper toilet en vriendelijk personeel.
tripadvisor,eng,1,food;experience;service;reputation,"Had a very early meal here just before heading to the Prince of Wales theater to see The Book of Mormon.  Very nice, good Italian fare.  We were attended to immediately and the service was excellent.  Our meal was spectacular and not for a moment did we feel rushed.  Always amusing to me, an American traveler, to experience the rest rooms here in London: this one was tiny and in the basement.  "
tripadvisor,eng,0,experience;food;service,"Food was really nice, but service was bad((( i liked pasta but avocado bruscetta was a bit insipid((("
tripadvisor,eng,1,food;environment,Delicious food here - not particularly spicy but if you like that you can request it. Location is lively - extremely busy restaurant so get there in good time or go for a long lunch. Particularly nice to order Portuguese style - one dish at a time to share. Wine very reasonably priced and staff fantastic- attentive without being overbearing. Big variety of dishes without losing quality. Highly recommend
tripadvisor,eng,1,experience;service,The service we received from Marta was absolutely fantastic! I have had other experiences at Middletons that have been let down by the service however on this occasion the service was Fantastic. Marta looked after us very well and was a generally lovely person!!
tripadvisor,eng,1,experience;service;food,"A group of five turned up for lunch at this establishment. We were greeted warmly and shown to a table. The ambience of the place is modern clean and efficient. The menu extensive and what was pleasing in that it catered for food allergies in a clear manner. One of our guests was gluten intolerant, the menu catered for this with several options. The food came in a timely manner and was very good, the service also very acceptable. This was a good local dining place and was worth a visit and we shall return."
tripadvisor,eng,1,convenience;service,"Lovely restaurant inside, but we choose to sit outside.The staff were helpful and attentive but did not rush you.Plenty on the menu to choose from, I had the leek and salmon soup which was served with warm breads Then the maxi (500g) Schnitzel with mushroom sauce, this came with a side salad and chips.One thing that I think would be better is to serve the sauce on the side rather than over the schnitzel.The food was hot and very tasty, especially the chefs surprise dessert.Would certainly eat here again."
tripadvisor,eng,1,experience;food;service,3 cource lunch for £10 the menu wasn't as limited as I expected for my starter I had sticky ribs main butterfly chicken and garden salad pudding raspberry pavlova overall fantastic at a fantastic price the wine is priced about right for city center at £21 a bottle great speedy service I would visit again 
tripadvisor,fra,-1,service,"En famille avec deux enfants bas âge. Nous avons commandé une petite entrée et deux hamburger nous avons reçus l’entrée directement. Pour les burger plus d’une heure que l’on attendait malgré les tables autour de nous qui arrivaient bien après nous, elles avaient eu le temps de commander et de se faire servir, et de finir leurs assiettes. Nous avons décidé de partir. Pas d’excuse rien. Juste du temps perdu!"
tripadvisor,fra,1,experience;service;reputation;food,"Pas évident de trouver un resto correct du côté d Oxford Street Trouvé un peu par hasard ce resto italien nous a séduit par la qualité de ses plats très bien préparés et qui ont du goût Le menu à 19,95 est top Une belle découverte et une bonne adresse à retenir."
tripadvisor,eng,0,service;food,"Food taste was great, same like last time. But this time we ordered burger with NO goat cheese and with jalapenos. What we got was burger with goat cheese and also forget the jalapenos. Besides that waiting time almost 1 hour for main dish, thats way too much for a normal weekday. At least we get some price off from the manager. thanks for this!"
tripadvisor,nld,1,food;service;environment,super lekker gegeten vol au vent super lekker en op moderne toets gebracht super lekkere frietjes lekkere mayo mijn man had taco's en ze waren ook super lekker niets op aan te merken en zeker betaalbaar vriendelijk personeel
tripadvisor,eng,-1,experience;food;service;value;environment,"We booked thos restaurant as it was near to the Palladium.  The food is expensive for what it is, some of the staff do not understand English.  It is crowded, noisy but you would expect this if you do not want  a relaxing quiet evening.  The ladies toilet is so small you can't swing a cat in it.  Some idiot threw a whole toilet roll down the toilet.  The staff are rushed off their feet.  This is Oxford Circus so really be warned."
tripadvisor,eng,1,food,We made a quince stop for a glass o f beer.  Although TGI Friday’s isn’t known for tap beer we picked out a couple that were good. We sat in the window and watched the malls below. Nice
